id,dateiso,entry
2581,1989-05-28,15 sucursales bancarias del Pais Vasco resultan danadas tras lanzamientos de cocteles molotov
2582,1989-05-30,"huelga de hambre de un activista de ETA, preso en Jaen,  sancionado por negarse  a ser cacheado"
2583,1989-06-02,las gestoras proamnistia reiteran el llamamiento a los politicos vascos para acompanar a los familiares de ETA a Madrid
2584,1989-06-02,"explosion de una bomba con 2 kilos de amonal en una sucursal del Citibank en San Sebastian, sin victimas"
2585,1989-06-05,la Associacio Civica per la Normalitzacio del Valencia propone medidas para fomentar el valenciano en Alicante
2586,1989-06-12,"cerca de 2,000 personas participan en la Festa per la Llengua en Castellon"
2587,1989-06-14,las juventudes de Convergencia inician una campana contra el aparcamiento frente a la catedral en defensa del patrimonio
2588,1989-06-17,"heridos en Pamplona al explotar una granada de ETA, camuflada en un cochecito, el nino Daniel Nebreda y una persona"
2589,1989-06-27,ETA hace estallar 150 kilos de amonal y destruye en parte un cuartel del la GC en Llodio sin causar muertos
2590,1989-06-30,"asesinado en San Sebastian el chofer de la empresa de armamento SAPA de Andoain (Guipuzcoa), Gregorio Cana Garcia [el intento de secuestro del president de SAPA, probable origen del asesinato]"
2591,1989-06-30,"3 horas antes del asesinato de Gregorio Cano, los terroristas lanzaron granadas contra el cuartel de la GC en Deva"
2592,1989-07-05,ETA lanza 3 granadas anticarro desde un camion contra la comandancia del la GC de Pamplona
2593,1989-07-12,los etarras presos en Alcala-Meco realizan una huelga de hambre en protesta por las arbitrariedades de la direccion
2594,1989-07-14,"Terra Lliure se atribuye un atentado contra la sucursal bancaria del Banco Bilboa Vizcaya, calle Muntaner de Barcelona"
2595,1989-07-16,"la GC desactiva varias cargas explosivas colocadas en una torreta de tendido electrico en Zaramillo, Vizcaya"
2596,1989-07-16,"Terra Lliure se atribuye la colocacion de un artefacto, que no llego a estallar, en Hacienda en Figueras (Gerona)"
2597,1989-07-17,ataques a la Monarquia y al diputado de ERC Angel Colom en el acto catalanista del Pi de les Tres Branques
2598,1989-07-18,"UDC niega su participacion en el acto de Pi de les Tres Branques, en donde se hicieron duros ataques a la monarquia"
2599,1989-07-20,el coronel Posadillo y el comandante Baragua Arbues asesinados en Madrid por ETA mediante un coche bomba [un soldado herido grave]
2600,1989-07-22,"HB no amenaza, pero si advierte, a los funcionarios de prisiones de su responsabilidad ante los presos de ETA"
2601,1989-07-22,"la asociacion de padres, alumnos y profesores de Valencia, CAPPEPV, critica los obstaculos a la ensenanza del valenciano"
2602,1989-07-24, ETA lanza 5 granadas contra una casa cuartel de la GC en Vizcaya sin causar desgracias personales
2603,1989-07-24,una amenaza de bomba hace suspender la linea ferra Bilbao-Santander de FEVE
2604,1989-07-30,2 agentes del Cuerpo Nacional de Policia y 1 vecino heridos en un atentado de ETA con coche bomba en Bilbao
2605,1989-08-02,presos de ETA inician un autoasilamiento indefinido y reclaman una negociacion politica que incluya la alternativa KAS
2606,1989-08-03,2 g.c. heridos por una bomba en el puerto de Azpiroz (Navarra)
2607,1989-08-06,"segundo atentado de ETA contra el supermercado frances Sabeco, en Egea de los Caballeros (Egea)"
2608,1989-08-07,el Gobierno Civil de Guipuzcoa prohibe una manifestacion convocada por HB en homenaje a la ikurrina
2609,1989-08-08,HB recurre ante el Tribunal Superior de Justicia del Pais Vasco la prohibicion de su marcha de homenaje a la ikurrina
2610,1989-08-08,"la policia desactiva un paquete bomba enviado al presidente de Navarra, Gabriel Urralbu"
2611,1989-08-09,la polica desactiva un coche bomba con 50 kilos de amonal que permanecio 13 horas en un paseo de San Sebastian
2612,1989-08-10,destruidos en Leon 85 kilos de explosivos supuestamente escondidos por el EGPG
2613,1989-08-12,desactivado un paquete bomba remetido a un trabajador de la prision de Sangonera la Verde de Murcia
2614,1989-08-12,"muere Conrada Munoz, madre del funcionario de prisiones Dionisio Bolivar, al abrir un paquete bomba en Montillana, Granada"
2615,1989-08-12,HB convoca un homenaje a la ikurrina en vez de la marcha prohibida por el Tribunal Superior de Justicia Vasco
2616,1989-08-15,un joven herido en los choques entre seguidores de HB y ertzainas en San Sebastian durante la ceremonia de la Salve
2617,1989-08-15,"el Rubio, en paradero desconocido desde 1976, convierte su entrega en un acto de apoyo a los independentistas canarios"
2618,1989-08-18,"1,000 personas de Ordizia (Guipuzcoa) homenajean al etarra Ramon Aramburu, muerto el pasado dia 10 en Cabo Verde"
2619,1989-08-22,"2 heridos en un tiroteo en Vitoria entre la GC y el presunto miembro del comando Araba, Urionabarrenechea"
2620,1989-08-23,una delegacion de HB visita a las presas politicas encarceladas en la prision de Avila
2621,1989-08-23,grupos radicales quieren convertir la apertura de Montjuc en un acto de afirmacion independentista
2622,1989-08-26,la corporacion de Lezo (Guipuzcoa) incluye en el programa de las fiestas un homenaje a presos y refugiados de ETA
2623,1989-08-26,detenidas 13 personas en los enfrentamientos con la Ertzaintza en Bilbao por la colocacion de la bandera espanola
2624,1989-08-27,atentado fallido con 2 granadas contra el cuartel de la GC de Ondarroa (Vizcaya)
2625,1989-09-01,trenes con destino a tres comunidades afectados por una explosion en la localidad riojana de Alfaro
2626,1989-09-02,prohibida una manifestacion independentista convocada por Catalunya Lliure para el 11 de septiembre [autorizada por la Audiencia de Barcelona la manifestacion]
2627,1989-09-05,"el PCC, el STAC y el PSDC deciden convocar conjuntamente una manifestacion en Barcelona el proximo Onze de Septiembre"
2628,1989-09-06,"desactivado un paquete bomba enviado en San Sebastian al empresario y directivo de la Real Sociedad, Joaquin Aperribay"
2629,1989-09-08,desactivado un paquete bomba disimulado en un libro que estaba dirigido contra un funcionario de la carcel de Murcia
2630,1989-09-09,la inauguracion del estadio de Montjuic fue boicoteada por las juventudes de Convergencia y la Crida
2631,1989-09-10,"solo los extraparlamentarios convocan manifestaciones para la Diada pero no, por primera vez, IC y ERC"
2632,1989-09-11,la GC desactiva un artefacto incendiario casero colocado en la sede del PSOE en Abadino (Vizcaya)
2633,1989-09-11,manifestacion en Figueres (Gerona) de 500 independentistas para conmemorar la Diada
2634,1989-09-11,"la Associacio de Cantants en Llengua Catalana, ACIC, denuncia el incumplimiento de los pactos suscritos con la CCRTV"
2635,1989-09-12,"2 g.c., heridos graves en Banyoles (Gerona) en un atentado de Terra Lliure durante la Diada de Cataluna"
2636,1989-09-12,"menos de 3,000 manifestantes en la convocatoria independentista de la Crida, MDT y Catalunya Lliure durante la Diada"
2637,1989-09-12,el Gobierno Civil de Castellon prohibe una manifestacion de apoyo a TV-3 para protestar por la clausura del repetidor
2638,1989-09-13,"la fiscal de la Audiencia Nacional Carmen Tagle Gonzalez, de 44 anos, asesinada a tiros por ETA en la puerta de su casa"
2639,1989-09-13,el dueno de una pescaderia de Bilbao fallece al estallarle una carta bomba recogida en su domicilio
2640,1989-09-13,"la policia desactiva una carta bomba dirigida a Antonio Aragon, consejero navarro de Obras Publicas y Transportes"
2641,1989-09-13,"la GC precinta el repetidor de TV-3 instalado en Valencia por Accio Cultural, tras autorizario el juzgado"
2642,1989-09-15,"Accio Cultural Valenciana pedira al ministro de Transportes y Comunicaciones, Barrionuevo, nuevas frecuencias para TV-3"
2643,1989-09-16,una explosion en el tunel de Ozaute (Guipuzcoa) interrumpe el trafico ferroviario entre Miranda y Irun
2644,1989-09-16,"el alcalde de Solsona, de CiU, denuncia a un grupo de independentistas por provocar incidentes"
2645,1989-09-17,la policia localiza un coche bomba simulado en San Sebastian
2646,1989-09-17,"muerte por la GC en Irun Txiribitas y otro miembro de ETA, miembros del comando Araba"
2647,1989-09-18,"detenidos 26 presuntos colaboradores de ETA e incautados 270 kilos de explosivos, en relacion con el comando Araba"
2648,1989-09-18,54 detenidos en los incidentes registrados en el Pais Vasco y Navarra tras la desarticulacion del comando Araba de ETA
2649,1989-09-18,protesta de la Crida de Valencia por la suspension de las emisiones de TV-3
2650,1989-09-19,la policia localiza un escondite en Menagaraiz para uso de los terroristas
2651,1989-09-19, Accio Cultural se reune con Barrionuevo para que el Gobierno estudie soluciones para que TV-3 se vea en Valencia
2652,1989-09-20,composicion del patronato de la Fundacio Acta que pretende renovar el pensamiento nacionalista catalan
2653,1989-09-22,un policia alcanza en la rodilla a un integrante de las gestoras pro amnistia tras el funeral del cartero Jose Cardosa [7 policias heridos en Renteria durante el funeral acusan de los hechos a simpatizantes de HB]
2654,1989-09-23,un grupo de abertzales obliga a 200 personas en Renteria a desalojar un tren y lo quema
2655,1989-09-27,la Ertzaintza retira cuatro cocteles molotov en la via ferrea cercana a la localidad guipuzcoana de Villabona
2656,1989-09-28,estallan 2 artefactos y un tercero es dessactivado en unos concesionarios de vehiculos franceses en Bilbao
2657,1989-09-28,5 encapuchados incendian un tren en las cercanias de Llodio
2658,1989-09-29,creada en Cataluna la asociacion Amics de TVV para conseguir la recepcion de TVV
2659,1989-09-30,fallece en Irun el policia Juan Pedro Gonzalez al hacer explosion un artefacto instalado en su vehiculo
2660,1989-10-01,"Tasio Erkizia, herido durante incidentes en Bilbao cuando protestaba contra las agresiones a jovenes vascos"
2661,1989-10-01,"asistencia de 2,000 personas a las nueve asambleas convocadas por Accio Cultural sobre el conflicto de TV-3"
2662,1989-10-02,el analisis del paquete bomba que mato en Renteria al cartero Jose Antonio Cardosa revela semejanzas con material de ETA
2663,1989-10-02,una bomba estalla en un concesionario de Citroen en Basauri (Vizcaya) y un incendio destruye otro en Getxo
2664,1989-10-03,los partidos democraticos vascos condenan la campana de ETA contra la autovia Navarra-Guipuzcoa
2665,1989-10-04,encierro de intelectuales y politicos en el Ministerio de Transportes para exigir que TV-3 se vea en Valencia
2666,1989-10-06,un artefacto explosivo averia el repetidor de TVE y de TV-3 de Blanes (Gerona)
2667,1989-10-06,recitales en Valencia de Lluis Llach a favor de la recepcion de TVV y TV-3 en Cataluna y Pais Valenciano a la vez
2668,1989-10-07,ETA asesina en San Sebastian a un policia de un disparo en la cabeza
2669,1989-10-07,"el alcalde de Palleja, Julio Ceballos, del PSC, pide proteccion al recibir amenazas de Terra Lliure"
2670,1989-10-07,"unas 2,000 personas se manifiestan en Alicante a favor de la recepcion de la television catalana"
2671,1989-10-09,"ETA amenaza la construccion de la autovia que unira Navarra y Guipuzcoa al entender que responde a ""intereses militares"""
2672,1989-10-09,conmemoracion del Nou d'Octubre con la tradicional procesion y una recepcion oficial
2673,1989-10-13,3 heridos en Barcelona durante una manifestacion convocada por la Comision Catalana contra el Quinto Centenario
2674,1989-10-16,un artefacto estalla en los locales de la inmobiliaria Elorriaga en Galdakao (Vizcaya) sin que hubiera danos personales
2675,1989-10-17,ETA amenaza a quienes intervengan en las obras de la autovia Guipuzcoa-Navarra
2676,1989-10-19,amenazas contra campesinos por colaboracionismo con las constructoras de la autovia Guipuzcoa-Navarra
2677,1989-10-20,diversos grupos culturales piden en 8 ayuntamientos valencianos la recepcion de TV-3
2678,1989-10-26,"Manuel Sassot, embajador de Espana en Holanda, pide proteccion para los diplomaticos tras explotar el coche del consul"
2679,1989-10-28,evacuada la delegacion diplomatica espanola en La Haya tras la explosion de 2 bombas que hirieron a una mujer
2680,1989-10-28,Accio Cultural del Pais Valencia pone de nuevo en funcionamiento el repetidor de TV-3 en Alicante [Telecomunicaciones da una sancion de 8 millones a Accio Cultural por no cerrar los reemisores de TV-3 en la Comunidad Valenciana; anuncio de otra multa]
2681,1989-10-29,amenazas de muerte en pintadas en San Sebastian al cantautor vasco Imanol
2682,1989-10-29,apoyo de la Crida a los comandos creados para boicotear los JJ OO si no se constituye el Comite Olimpico Catalan
2683,1989-11-07,"fallece en Getxo (Vizcaya) el subinspector de policia, el primer atentado de ETA tras las elecciones"
2684,1989-11-16,ETA asesina a un presunto traficante de drogas
2685,1989-11-16,TVV llega al sur de Cataluna gracias a un repetidor promovido por Accio Cultural [instalado en Reus]
2686,1989-11-17,"el industrial Jose Maria Acha, amenazado por ETA, no abandonara Euskadi"
2687,1989-11-17,"500 profesores, alumnosy personal administrativo de la Universidad Politecnica de Valencia piden clases en valenciano"
2688,1989-11-18,ETA asesina en Madrid al coronel de Ejercito de Tierra Jose Martinez Moreno e hiere de gravedad a un soldado conductor
2689,1989-11-20,ETA amenaza de nuevo a empresarios y tecnicos de la autovia entre Guipuzcoa y Navarra [los tecnicos se niegan a trabajar ante las amenazas]
2690,1989-11-21,interrumpido el trafico ferroviario en La Rioja al descubrirse un artefacto en la linea Bilbao-Castejon
2691,1989-11-21,"HB convoca una huelga general en el Pais Vasco para manana, coicidiendo con el funeral de Josu Muguruza"
2692,1989-11-22,"grupos de jovenes provocan en Guipuzcoa la violencia callejera mientras HB pide una respuesta ""contundente pero serena"""
2693,1989-11-22,agresion a pacifistas y a 2 periodistas de El Pais por grupos de manifestantes convocados por HB contra el atentado
2694,1989-11-23,gran incidencia de la huelga general en Euskadi en protesta por el asesinato del diputado electo de HB Josu Muguruza
